question_concept_id,question,answer_concept_id,answer
43528777,"Are you currently prescribed medications and/or receiving treatment for head and neck cancer? (This includes cancers of the mouth, sinuses, nose, or throat. This does not include brain cancer.)",43529467,"Are you currently prescribed medications and/or receiving treatment for head and neck cancer? (This includes cancers of the mouth, sinuses, nose, or throat. This does not include brain cancer.) - No"
43528787,Are you currently prescribed medications and/or receiving treatment for atrial fibrillation (a-fib) or atrial flutter (or a-flutter)?,43530122,Are you currently prescribed medications and/or receiving treatment for atrial fibrillation (a-fib) or atrial flutter (or a-flutter)? - Yes
1740627,"Including yourself, who in your family has had traumatic brain injury (TBI)? Select all that apply.",1384496,"Including yourself, who in your family has had traumatic brain injury (TBI)? - Self"
43530329,Are you still seeing a doctor or health care provider for hyperthyroidism?,43529373,Are you still seeing a doctor or health care provider for hyperthyroidism? - No
43530330,Are you still seeing a doctor or health care provider for hypothyroidism?,43529374,Are you still seeing a doctor or health care provider for hypothyroidism? - No
43528795,Are you currently prescribed medications and/or receiving treatment for peripheral vascular disease?,43530201,Are you currently prescribed medications and/or receiving treatment for peripheral vascular disease? - Yes
1384540,Are you currently prescribed medications and/or receiving treatment for rheumatoid arthritis (RA)?,1385097,Are you currently prescribed medications and/or receiving treatment for rheumatoid arthritis (RA)? - Yes
1740636,"Including yourself, who in your family has had other hearing or eye condition(s)? Select all that apply.",1740975,"Including yourself, who in your family has had other hearing or eye condition(s)? - Daughter"
1740637,"Including yourself, who in your family has had other arthritis? Select all that apply.",1740910,"Including yourself, who in your family has had other arthritis? - Mother"
43530346,Are you still seeing a doctor or health care provider for hepatitis C?,43530061,Are you still seeing a doctor or health care provider for hepatitis C? - Yes
43528563,Have you or anyone in your family ever been diagnosed with the following heart and blood conditions? Think only of the people you are related to by blood. Select all that apply.,43528579,Have you or anyone in your family ever been diagnosed with the following heart and blood conditions? Think only of the people you are related to by blood. - Congestive heart failure
1384566,Are you currently prescribed medications and/or receiving treatment for prediabetes?,1385375,Are you currently prescribed medications and/or receiving treatment for prediabetes? - Yes
43530363,Are you still seeing a doctor or health care provider for a social phobia?,43529541,Are you still seeing a doctor or health care provider for a social phobia? - No
43530369,Are you still seeing a doctor or health care provider for insomnia?,43530069,Are you still seeing a doctor or health care provider for insomnia? - Yes
1740677,"Including yourself, who in your family has had transient ischemic attacks (TIAs or mini-strokes)? Select all that apply.",1740925,"Including yourself, who in your family has had transient ischemic attacks (TIAs or mini-strokes)? - Grandparent"
836770,"Including yourself, who in your family has had bone cancer? Select all that apply.",43528480,"Including yourself, who in your family has had bone cancer? - Self"
836773,"Including yourself, who in your family has had cervical cancer? Select all that apply.",43528543,"Including yourself, who in your family has had cervical cancer? - Mother"
1384621,About how old were you when you were first told you had recurrent yeast infections?,1385266,About how old were you when you were first told you had recurrent yeast infections? - Adult (18-64)
836784,"Including yourself, who in your family has had aortic aneurysm? Select all that apply.",43528424,"Including yourself, who in your family has had aortic aneurysm? - Father"
43528634,Have you or anyone in your family ever been diagnosed with the following digestive conditions? Think only of the people you are related to by blood. Select all that apply.,1740902,Have you or anyone in your family ever been diagnosed with the following digestive conditions? Think only of the people you are related to by blood. - Other digestive condition
836794,"Including yourself, who in your family has had Crohn's disease? Select all that apply.",43528603,"Including yourself, who in your family has had Crohn's disease? - Sibling"
1384635,About how old were you when you were first told you had other lung condition(s)?,1385608,About how old were you when you were first told you had other lung condition(s)? - Child (0-11)
836801,"Including yourself, who in your family has had kidney stones? Select all that apply.",43529159,"Including yourself, who in your family has had kidney stones? - Daughter"
836804,"Including yourself, who in your family has had depression? Select all that apply.",1384656,"Including yourself, who in your family has had depression? - Self"
836805,"Including yourself, who in your family has had schizophrenia? Select all that apply.",43529788,"Including yourself, who in your family has had schizophrenia? - Sibling"
43530440,About how old were you when you were first told you had bladder cancer?,1385269,About how old were you when you were first told you had bladder cancer? - Older adult (65-74)
836811,"Including yourself, who in your family has had neuropathy? Select all that apply.",43529274,"Including yourself, who in your family has had neuropathy? - Father"
43530444,About how old were you when you were first told you had breast cancer?,1385393,About how old were you when you were first told you had breast cancer? - Older adult (65-74)
836817,"Including yourself, who in your family has had gout? Select all that apply.",43528742,"Including yourself, who in your family has had gout? - Self"
836818,"Including yourself, who in your family has had osteoarthritis? Select all that apply.",1384547,"Including yourself, who in your family has had osteoarthritis? - Self"
836821,"Including yourself, who in your family has had spine, muscle, or bone disorders (non-cancer)? Select all that apply.",43529860,"Including yourself, who in your family has had spine, muscle, or bone disorders (non-cancer)? - Grandparent"
43530454,About how old were you when you were first told you had other cancer(s)?,1384699,About how old were you when you were first told you had other cancer(s)? - Elderly (75+)
836822,"Including yourself, who in your family has had systemic lupus? Select all that apply.",43529891,"Including yourself, who in your family has had systemic lupus? - Mother"
836822,"Including yourself, who in your family has had systemic lupus? Select all that apply.",702784,"Including yourself, who in your family has had systemic lupus? - Grandparent"
1384416,About how old were you when you were first told you had shingles?,1384755,About how old were you when you were first told you had shingles? - Adult (18-64)
43530464,About how old were you when you were first told you had coronary artery/coronary heart disease?,1384740,About how old were you when you were first told you had coronary artery/coronary heart disease? - Older adult (65-74)
43530465,About how old were you when you were first told you had a heart attack?,1385321,About how old were you when you were first told you had a heart attack? - Older adult (65-74)
836838,Who in your family has had a kidney condition? Select all that apply.,43529146,Mother Kidney Condition: Kidney Disease
836839,"Including yourself, who in your family has had a liver condition (e.g., cirrhosis)? Select all that apply.",43529169,Daughter Other Health Condition: Liver Condition
836841,Have you or anyone in your family ever been diagnosed with the following conditions? Think only of the people you are related to by blood. Select all that apply.,903095,PMI: None
43530474,About how old were you when you were first told you had bowel obstruction?,1385595,About how old were you when you were first told you had bowel obstruction? - Adult (18-64)
43530476,About how old were you when you were first told you had Crohn's disease?,1384837,About how old were you when you were first told you had Crohn's disease? - Older adult (65-74)
836846,"Including yourself, who in your family has had gall stones? Select all that apply.",43528724,"Including yourself, who in your family has had gall stones? - Sibling"
43530479,About how old were you when you were first told you had hemorrhoids?,1384823,About how old were you when you were first told you had hemorrhoids? - Adolescent (12-17)
1384438,About how old were you when you were first told you had severe acute respiratory syndrome (SARS)?,1384761,About how old were you when you were first told you had severe acute respiratory syndrome (SARS)? - Adult (18-64)
43530487,About how old were you when you were first told you had hypothyroidism?,1385175,About how old were you when you were first told you had hypothyroidism? - Adolescent (12-17)
836860,"Including yourself, who in your family has had pseudogout (CPPD)? Select all that apply.",1384422,"Including yourself, who in your family has had pseudogout (CPPD)? - Self"
43530494,About how old were you when you were first told you had cataracts?,1384854,About how old were you when you were first told you had cataracts? - Elderly (75+)
1740576,"Including yourself, who in your family has had spinal cord injury or impairment? Select all that apply.",1740755,"Including yourself, who in your family has had spinal cord injury or impairment? - Grandparent"
43530531,About how old were you when you were first told you had muscular dystrophy (MD)?,1384984,About how old were you when you were first told you had muscular dystrophy (MD)? - Child (0-11)
1384552,About how old were you when you were first told you had dengue fever?,1385155,About how old were you when you were first told you had dengue fever? - Older adult (65-74)
1740655,"Including yourself, who in your family has had a social phobia? Select all that apply.",1740733,"Including yourself, who in your family has had a social phobia? - Grandparent"
43530518,About how old were you when you were first told you had a personality disorder?,1384718,About how old were you when you were first told you had a personality disorder? - Older adult (65-74)
43530448,About how old were you when you were first told you had endometrial cancer?,1384858,About how old were you when you were first told you had endometrial cancer? - Elderly (75+)
836806,"Including yourself, who in your family has had Lou Gehrig's disease (amyotrophic lateral sclerosis)? Select all that apply.",43528393,"Including yourself, who in your family has had Lou Gehrig's disease (amyotrophic lateral sclerosis)? - Daughter"
43530444,About how old were you when you were first told you had breast cancer?,1384903,About how old were you when you were first told you had breast cancer? - Adolescent (12-17)
43530457,About how old were you when you were first told you had skin cancer?,1385494,About how old were you when you were first told you had skin cancer? - Child (0-11)
43530450,About how old were you when you were first told you had eye cancer?,1385156,About how old were you when you were first told you had eye cancer? - Adolescent (12-17)
43530451,"About how old were you when you were first told you had head and neck cancer? (This includes cancers of the mouth, sinuses, nose, or throat. This does not include brain cancer.)",1385462,"About how old were you when you were first told you had head and neck cancer? (This includes cancers of the mouth, sinuses, nose, or throat. This does not include brain cancer.) - Child (0-11)"
43529217,Have you or anyone in your family ever been diagnosed with the following mental health or substance use conditions? Think only of the people you are related to by blood. Select all that apply.,43528620,Have you or anyone in your family ever been diagnosed with the following mental health or substance use conditions? Think only of the people you are related to by blood. - Depression
43529217,Have you or anyone in your family ever been diagnosed with the following mental health or substance use conditions? Think only of the people you are related to by blood. Select all that apply.,43529785,Have you or anyone in your family ever been diagnosed with the following mental health or substance use conditions? Think only of the people you are related to by blood. - Schizophrenia
43530497,About how old were you when you were first told you had glaucoma?,1385275,About how old were you when you were first told you had glaucoma? - Adolescent (12-17)
43530501,About how old were you when you were first told you had tinnitus?,1385529,About how old were you when you were first told you had tinnitus? - Elderly (75+)
43530506,About how old were you when you were first told you had tuberculosis?,1385416,About how old were you when you were first told you had tuberculosis? - Child (0-11)
43530507,About how old were you when you were first told you had recurrent urinary tract infections (UTI)/bladder infections?,1385531,About how old were you when you were first told you had recurrent urinary tract infections (UTI)/bladder infections? - Elderly (75+)
1384463,"Are you still seeing a doctor or health care provider for sexually transmitted infections (gonorrhea, syphilis, chlamydia)?",1385559,"Are you still seeing a doctor or health care provider for sexually transmitted infections (gonorrhea, syphilis, chlamydia)? - No"
1740559,"Including yourself, who in your family has had insomnia? Select all that apply.",43529115,"Including yourself, who in your family has had insomnia? - Mother"
1740559,"Including yourself, who in your family has had insomnia? Select all that apply.",43530560,"Including yourself, who in your family has had insomnia? - Daughter"
1740562,"Including yourself, who in your family has had post-traumatic stress disorder (PTSD)? Select all that apply.",1384443,"Including yourself, who in your family has had post-traumatic stress disorder (PTSD)? - Self"
43530520,About how old were you when you were first told you had schizophrenia?,1385095,About how old were you when you were first told you had schizophrenia? - Adolescent (12-17)
1384476,Are you currently prescribed medications and/or receiving treatment for other lung condition(s)?,1384895,Are you currently prescribed medications and/or receiving treatment for other lung condition(s)? - No
1740573,"Including yourself, who in your family has had vitamin B deficiency? Select all that apply.",1740918,"Including yourself, who in your family has had vitamin B deficiency? - Sibling"
43530526,About how old were you when you were first told you had epilepsy or seizure?,1385128,About how old were you when you were first told you had epilepsy or seizure? - Adult (18-64)
1384479,About how old were you when you were first told you had rheumatoid arthritis (RA)?,1385101,About how old were you when you were first told you had rheumatoid arthritis (RA)? - Adult (18-64)
43530527,About how old were you when you were first told you had insomnia?,1385099,About how old were you when you were first told you had insomnia? - Adolescent (12-17)
1740576,"Including yourself, who in your family has had spinal cord injury or impairment? Select all that apply.",1740964,"Including yourself, who in your family has had spinal cord injury or impairment? - Father"
43530532,About how old were you when you were first told you had narcolepsy?,1385593,About how old were you when you were first told you had narcolepsy? - Adult (18-64)
43530542,About how old were you when you were first told you had obesity?,1385009,About how old were you when you were first told you had obesity? - Adult (18-64)
43530546,About how old were you when you were first told you had asthma?,1385322,About how old were you when you were first told you had asthma? - Adult (18-64)
43529272,Have you or anyone in your family ever been diagnosed with the following brain and nervous system conditions? Think only of the people you are related to by blood. Select all that apply.,1740817,Have you or anyone in your family ever been diagnosed with the following brain and nervous system conditions? Think only of the people you are related to by blood. - Insomnia
43529272,Have you or anyone in your family ever been diagnosed with the following brain and nervous system conditions? Think only of the people you are related to by blood. Select all that apply.,836762,Have you or anyone in your family ever been diagnosed with the following brain and nervous system conditions? Think only of the people you are related to by blood. - Restless leg syndrome
1740600,"Including yourself, who in your family has had a bleeding disorder? Select all that apply.",1740722,"Including yourself, who in your family has had a bleeding disorder? - Grandparent"
43530298,Are you still seeing a doctor or health care provider for prostate cancer?,43529412,Are you still seeing a doctor or health care provider for prostate cancer? - No
43530298,Are you still seeing a doctor or health care provider for prostate cancer?,43530106,Are you still seeing a doctor or health care provider for prostate cancer? - Yes
43530554,About how old were you when you were first told you had systemic lupus?,1384765,About how old were you when you were first told you had systemic lupus? - Child (0-11)
43530308,Are you still seeing a doctor or health care provider for heart valve disease?,43529364,Are you still seeing a doctor or health care provider for heart valve disease? - No
1740613,"Including yourself, who in your family has had prediabetes? Select all that apply.",1740897,"Including yourself, who in your family has had prediabetes? - Son"
1740617,"Including yourself, who in your family has had carpal tunnel syndrome? Select all that apply.",1740853,"Including yourself, who in your family has had carpal tunnel syndrome? - Father"
43528781,Are you currently prescribed medications and/or receiving treatment for pancreatic cancer?,43529502,Are you currently prescribed medications and/or receiving treatment for pancreatic cancer? - No
43530322,Are you still seeing a doctor or health care provider for hemorrhoids?,43529367,Are you still seeing a doctor or health care provider for hemorrhoids? - No
1740627,"Including yourself, who in your family has had traumatic brain injury (TBI)? Select all that apply.",1740816,"Including yourself, who in your family has had traumatic brain injury (TBI)? - Sibling"
1740630,"Including yourself, who in your family has had other digestive condition? Select all that apply.",1740941,"Including yourself, who in your family has had other digestive condition? - Mother"
1740630,"Including yourself, who in your family has had other digestive condition? Select all that apply.",1740917,"Including yourself, who in your family has had other digestive condition? - Grandparent"
43528791,Are you currently prescribed medications and/or receiving treatment for a heart attack?,43530162,Are you currently prescribed medications and/or receiving treatment for a heart attack? - Yes
43530328,Are you still seeing a doctor or health care provider for ulcerative colitis?,43530263,Are you still seeing a doctor or health care provider for ulcerative colitis? - Yes
43528798,Are you currently prescribed medications and/or receiving treatment for a stroke?,43530217,Are you currently prescribed medications and/or receiving treatment for a stroke? - Yes
43530334,Are you still seeing a doctor or health care provider for type 1 diabetes?,43530261,Are you still seeing a doctor or health care provider for type 1 diabetes? - Yes
43530339,Are you still seeing a doctor or health care provider for farsightedness?,43529350,Are you still seeing a doctor or health care provider for farsightedness? - No
43528805,Are you currently prescribed medications and/or receiving treatment for diverticulitis/diverticulosis?,43530146,Are you currently prescribed medications and/or receiving treatment for diverticulitis/diverticulosis? - Yes
1740645,"Including yourself, who in your family has had dry eyes? Select all that apply.",1740799,"Including yourself, who in your family has had dry eyes? - Mother"
43530345,Are you still seeing a doctor or health care provider for chronic sinus infections?,43530017,Are you still seeing a doctor or health care provider for chronic sinus infections? - Yes
43528814,Are you currently prescribed medications and/or receiving treatment for hyperthyroidism?,43529477,Are you currently prescribed medications and/or receiving treatment for hyperthyroidism? - No
43528816,Are you currently prescribed medications and/or receiving treatment for other/unknown diabetes?,43530193,Are you currently prescribed medications and/or receiving treatment for other/unknown diabetes? - Yes
43528563,Have you or anyone in your family ever been diagnosed with the following heart and blood conditions? Think only of the people you are related to by blood. Select all that apply.,43528590,Have you or anyone in your family ever been diagnosed with the following heart and blood conditions? Think only of the people you are related to by blood. - Coronary artery/coronary heart disease (includes angina)
1740660,"Including yourself, who in your family has had attention-deficit/hyperactivity disorder (ADHD)? Select all that apply.",1740822,"Including yourself, who in your family has had attention-deficit/hyperactivity disorder (ADHD)? - Daughter"
1740668,"Including yourself, who in your family has had obesity? Select all that apply.",43529593,"Including yourself, who in your family has had obesity? - Mother"
43528831,Are you currently prescribed medications and/or receiving treatment for hepatitis C?,43530165,Are you currently prescribed medications and/or receiving treatment for hepatitis C? - Yes
43530368,Are you still seeing a doctor or health care provider for epilepsy or seizure?,43529345,Are you still seeing a doctor or health care provider for epilepsy or seizure? - No
1740675,"Including yourself, who in your family has had astigmatism? Select all that apply.",1740894,"Including yourself, who in your family has had astigmatism? - Father"
43530374,Are you still seeing a doctor or health care provider for narcolepsy?,43530087,Are you still seeing a doctor or health care provider for narcolepsy? - Yes
43530375,Are you still seeing a doctor or health care provider for neuropathy?,43529397,Are you still seeing a doctor or health care provider for neuropathy? - No
43528847,Are you currently prescribed medications and/or receiving treatment for schizophrenia?,43530208,Are you currently prescribed medications and/or receiving treatment for schizophrenia? - Yes
43528852,"Are you currently prescribed medications and/or receiving treatment for dementia (includes Alzheimer's, vascular, etc.)?",43530144,"Are you currently prescribed medications and/or receiving treatment for dementia (includes Alzheimer's, vascular, etc.)? - Yes"
836774,"Including yourself, who in your family has had esophageal cancer? Select all that apply.",43528694,"Including yourself, who in your family has had esophageal cancer? - Grandparent"
836775,"Including yourself, who in your family has had eye cancer? Select all that apply.",43528696,"Including yourself, who in your family has had eye cancer? - Grandparent"
836776,"Including yourself, who in your family has had kidney cancer? Select all that apply.",43529138,"Including yourself, who in your family has had kidney cancer? - Father"
1384617,Are you still seeing a doctor or health care provider for osteoarthritis?,1385282,Are you still seeing a doctor or health care provider for osteoarthritis? - Yes
43528877,Are you currently prescribed medications and/or receiving treatment for carpal tunnel syndrome?,43530132,Are you currently prescribed medications and/or receiving treatment for carpal tunnel syndrome? - Yes
836781,"Including yourself, who in your family has had skin cancer? Select all that apply.",43529821,"Including yourself, who in your family has had skin cancer? - Mother"
836781,"Including yourself, who in your family has had skin cancer? Select all that apply.",43529822,"Including yourself, who in your family has had skin cancer? - Sibling"
43528879,Are you currently prescribed medications and/or receiving treatment for fractured/broken bones?,43529463,Are you currently prescribed medications and/or receiving treatment for fractured/broken bones? - No
836783,"Including yourself, who in your family has had thyroid cancer? Select all that apply.",43529911,"Including yourself, who in your family has had thyroid cancer? - Daughter"
43528881,Are you currently prescribed medications and/or receiving treatment for systemic lupus?,43529487,Are you currently prescribed medications and/or receiving treatment for systemic lupus? - No
836786,"Including yourself, who in your family has had a heart attack? Select all that apply.",43528913,"Including yourself, who in your family has had a heart attack? - Grandparent"
836787,"Including yourself, who in your family has had high blood pressure (hypertension)? Select all that apply.",43529063,"Including yourself, who in your family has had high blood pressure (hypertension)? - Self"
836791,"Including yourself, who in your family has had allergies? Select all that apply.",43528380,"Including yourself, who in your family has had allergies? - Father"
836792,"Including yourself, who in your family has had anemia? Select all that apply.",43528408,"Including yourself, who in your family has had anemia? - Son"
836793,"Including yourself, who in your family has had celiac disease? Select all that apply.",43528534,"Including yourself, who in your family has had celiac disease? - Grandparent"
43528634,Have you or anyone in your family ever been diagnosed with the following digestive conditions? Think only of the people you are related to by blood. Select all that apply.,1740690,Have you or anyone in your family ever been diagnosed with the following digestive conditions? Think only of the people you are related to by blood. - Hemorrhoids
43528634,Have you or anyone in your family ever been diagnosed with the following digestive conditions? Think only of the people you are related to by blood. Select all that apply.,836754,Have you or anyone in your family ever been diagnosed with the following digestive conditions? Think only of the people you are related to by blood. - Celiac disease
43528634,Have you or anyone in your family ever been diagnosed with the following digestive conditions? Think only of the people you are related to by blood. Select all that apply.,43528598,Have you or anyone in your family ever been diagnosed with the following digestive conditions? Think only of the people you are related to by blood. - Crohn's disease
836794,"Including yourself, who in your family has had Crohn's disease? Select all that apply.",1384472,"Including yourself, who in your family has had Crohn's disease? - Self"
1384635,About how old were you when you were first told you had other lung condition(s)?,1384688,About how old were you when you were first told you had other lung condition(s)? - Elderly (75+)
836798,"Including yourself, who in your family has had hypothyroidism? Select all that apply.",43529073,"Including yourself, who in your family has had hypothyroidism? - Daughter"
836799,"Including yourself, who in your family has had type 1 diabetes? Select all that apply.",43529924,"Including yourself, who in your family has had type 1 diabetes? - Daughter"
836799,"Including yourself, who in your family has had type 1 diabetes? Select all that apply.",43529928,"Including yourself, who in your family has had type 1 diabetes? - Grandparent"
836805,"Including yourself, who in your family has had schizophrenia? Select all that apply.",43529787,"Including yourself, who in your family has had schizophrenia? - Mother"
836805,"Including yourself, who in your family has had schizophrenia? Select all that apply.",43529784,"Including yourself, who in your family has had schizophrenia? - Grandparent"
836806,"Including yourself, who in your family has had Lou Gehrig's disease (amyotrophic lateral sclerosis)? Select all that apply.",702794,"Including yourself, who in your family has had Lou Gehrig's disease (amyotrophic lateral sclerosis)? - Father"
836808,"Including yourself, who in your family has had migraine headaches? Select all that apply.",43529223,"Including yourself, who in your family has had migraine headaches? - Grandparent"
836817,"Including yourself, who in your family has had gout? Select all that apply.",43528737,"Including yourself, who in your family has had gout? - Father"
836819,"Including yourself, who in your family has had osteoporosis? Select all that apply.",43529611,"Including yourself, who in your family has had osteoporosis? - Father"
43530453,About how old were you when you were first told you had lung cancer?,1385217,About how old were you when you were first told you had lung cancer? - Older adult (65-74)
1384662,Have you ever been diagnosed with the following conditions? Select all that apply.,1384391,Have you ever been diagnosed with the following conditions? - HIV/AIDS
1384662,Have you ever been diagnosed with the following conditions? Select all that apply.,1384659,Have you ever been diagnosed with the following conditions? - Chronic sinus infections
836825,"Including yourself, who in your family has had severe hearing loss or partial deafness in one or both ears? Select all that apply.",43528899,"Including yourself, who in your family has had severe hearing loss or partial deafness in one or both ears? - Daughter"
836829,"Including yourself, who in your family has had heart valve disease? Select all that apply.",43528923,"Including yourself, who in your family has had heart valve disease? - Sibling"
43530465,About how old were you when you were first told you had a heart attack?,1385425,About how old were you when you were first told you had a heart attack? - Elderly (75+)
43530467,About how old were you when you were first told you had high cholesterol?,1385278,About how old were you when you were first told you had high cholesterol? - Adolescent (12-17)
43528678,Have you or anyone in your family ever been diagnosed with the following hormone and endocrine conditions? Think only of the people you are related to by blood. Select all that apply.,1740720,Have you or anyone in your family ever been diagnosed with the following hormone and endocrine conditions? Think only of the people you are related to by blood. - Prediabetes
836843,"Including yourself, who in your family has had acid reflux? Select all that apply.",43528353,"Including yourself, who in your family has had acid reflux? - Sibling"
836846,"Including yourself, who in your family has had gall stones? Select all that apply.",1384439,"Including yourself, who in your family has had gall stones? - Self"
836847,"Including yourself, who in your family has had irritable bowel syndrome (IBS)? Select all that apply.",43529130,"Including yourself, who in your family has had irritable bowel syndrome (IBS)? - Son"
836847,"Including yourself, who in your family has had irritable bowel syndrome (IBS)? Select all that apply.",1384548,"Including yourself, who in your family has had irritable bowel syndrome (IBS)? - Self"
43530482,"About how old were you when you were first told you had a liver condition (e.g., cirrhosis)?",1384987,"About how old were you when you were first told you had a liver condition (e.g., cirrhosis)? - Older adult (65-74)"
836851,"Including yourself, who in your family has had a drug use disorder? Select all that apply.",43528655,"Including yourself, who in your family has had a drug use disorder? - Grandparent"
836852,"Including yourself, who in your family has had epilepsy or seizure? Select all that apply.",43528692,"Including yourself, who in your family has had epilepsy or seizure? - Son"
43530486,About how old were you when you were first told you had hyperthyroidism?,1385237,About how old were you when you were first told you had hyperthyroidism? - Older adult (65-74)
836855,"Including yourself, who in your family has had fibroids? Select all that apply.",43528703,"Including yourself, who in your family has had fibroids? - Daughter"
43530495,About how old were you when you were first told you had dry eyes?,1384729,About how old were you when you were first told you had dry eyes? - Elderly (75+)
43530523,About how old were you when you were first told you had chronic fatigue?,1385428,About how old were you when you were first told you had chronic fatigue? - Child (0-11)
43530525,"About how old were you when you were first told you had dementia (includes Alzheimer's, vascular, etc.)?",1385144,"About how old were you when you were first told you had dementia (includes Alzheimer's, vascular, etc.)? - Elderly (75+)"
43529158,Have you or anyone in your family ever been diagnosed with the following kidney conditions? Think only of the people you are related to by blood. Select all that apply.,903079,PMI: Prefer Not To Answer
43530442,About how old were you when you were first told you had bone cancer?,1384981,About how old were you when you were first told you had bone cancer? - Adolescent (12-17)
43530525,"About how old were you when you were first told you had dementia (includes Alzheimer's, vascular, etc.)?",1385420,"About how old were you when you were first told you had dementia (includes Alzheimer's, vascular, etc.)? - Adolescent (12-17)"
43530520,About how old were you when you were first told you had schizophrenia?,1385352,About how old were you when you were first told you had schizophrenia? - Older adult (65-74)
1740673,About how old were you when you were first told you had aortic aneurysm?,1740820,About how old were you when you were first told you had aortic aneurysm? - Adolescent (12-17)
1384448,About how old were you when you were first told you had peripheral vascular disease?,1385597,About how old were you when you were first told you had peripheral vascular disease? - Elderly (75+)
43530497,About how old were you when you were first told you had glaucoma?,1385223,About how old were you when you were first told you had glaucoma? - Elderly (75+)
43530506,About how old were you when you were first told you had tuberculosis?,1385554,About how old were you when you were first told you had tuberculosis? - Adolescent (12-17)
43530514,About how old were you when you were first told you had anxiety reaction/panic disorder?,1385071,About how old were you when you were first told you had anxiety reaction/panic disorder? - Adult (18-64)
1740566,"Including yourself, who in your family has had memory loss or impairment? Select all that apply.",1740935,"Including yourself, who in your family has had memory loss or impairment? - Sibling"
1384474,Are you still seeing a doctor or health care provider for endometriosis?,1384911,Are you still seeing a doctor or health care provider for endometriosis? - Yes
1740572,"Including yourself, who in your family has had tinnitus? Select all that apply.",1740988,"Including yourself, who in your family has had tinnitus? - Father"
1740572,"Including yourself, who in your family has had tinnitus? Select all that apply.",1740778,"Including yourself, who in your family has had tinnitus? - Sibling"
43530528,About how old were you when you were first told you had memory loss or impairment?,1385026,About how old were you when you were first told you had memory loss or impairment? - Child (0-11)
43530282,Are you still seeing a doctor or health care provider for bladder cancer?,43530002,Are you still seeing a doctor or health care provider for bladder cancer? - Yes
1740586,"Including yourself, who in your family has had chronic fatigue? Select all that apply.",1740979,"Including yourself, who in your family has had chronic fatigue? - Daughter"
43530545,About how old were you when you were first told you had vitamin D deficiency?,1385392,About how old were you when you were first told you had vitamin D deficiency? - Older adult (65-74)
43530550,About how old were you when you were first told you had carpal tunnel syndrome?,1385018,About how old were you when you were first told you had carpal tunnel syndrome? - Adolescent (12-17)
43529272,Have you or anyone in your family ever been diagnosed with the following brain and nervous system conditions? Think only of the people you are related to by blood. Select all that apply.,43529248,Have you or anyone in your family ever been diagnosed with the following brain and nervous system conditions? Think only of the people you are related to by blood. - Multiple sclerosis (MS)
1740600,"Including yourself, who in your family has had a bleeding disorder? Select all that apply.",1740819,"Including yourself, who in your family has had a bleeding disorder? - Sibling"
1384507,Are you currently prescribed medications and/or receiving treatment for polycystic ovarian syndrome?,1385222,Are you currently prescribed medications and/or receiving treatment for polycystic ovarian syndrome? - Yes
1384514,About how old were you when you were first told you had a drug use disorder?,1385609,About how old were you when you were first told you had a drug use disorder? - Child (0-11)
43528776,Are you currently prescribed medications and/or receiving treatment for eye cancer?,43529460,Are you currently prescribed medications and/or receiving treatment for eye cancer? - No
1740617,"Including yourself, who in your family has had carpal tunnel syndrome? Select all that apply.",1740827,"Including yourself, who in your family has had carpal tunnel syndrome? - Son"
1740620,"Including yourself, who in your family has had acute kidney disease with no current dialysis? Select all that apply.",1740874,"Including yourself, who in your family has had acute kidney disease with no current dialysis? - Mother"
1740620,"Including yourself, who in your family has had acute kidney disease with no current dialysis? Select all that apply.",1740723,"Including yourself, who in your family has had acute kidney disease with no current dialysis? - Sibling"
43528783,Are you currently prescribed medications and/or receiving treatment for skin cancer?,43530210,Are you currently prescribed medications and/or receiving treatment for skin cancer? - Yes
43528790,Are you currently prescribed medications and/or receiving treatment for coronary artery/coronary heart disease?,43529448,Are you currently prescribed medications and/or receiving treatment for coronary artery/coronary heart disease? - No
43528792,Are you currently prescribed medications and/or receiving treatment for heart valve disease?,43530163,Are you currently prescribed medications and/or receiving treatment for heart valve disease? - Yes
1740636,"Including yourself, who in your family has had other hearing or eye condition(s)? Select all that apply.",1740896,"Including yourself, who in your family has had other hearing or eye condition(s)? - Grandparent"
1384542,About how old were you when you were first told you had fibroids?,1384694,About how old were you when you were first told you had fibroids? - Adolescent (12-17)
1384543,About how old were you when you were first told you had prediabetes?,1384909,About how old were you when you were first told you had prediabetes? - Elderly (75+)
43530342,Are you still seeing a doctor or health care provider for macular degeneration?,43530080,Are you still seeing a doctor or health care provider for macular degeneration? - Yes
1740650,"Including yourself, who in your family has had kidney disease with dialysis? Select all that apply.",1740864,"Including yourself, who in your family has had kidney disease with dialysis? - Father"
1740660,"Including yourself, who in your family has had attention-deficit/hyperactivity disorder (ADHD)? Select all that apply.",1740802,"Including yourself, who in your family has had attention-deficit/hyperactivity disorder (ADHD)? - Father"
43528821,"Are you currently prescribed medications and/or receiving treatment for blindness, all causes?",43530126,"Are you currently prescribed medications and/or receiving treatment for blindness, all causes? - Yes"
43530357,Are you still seeing a doctor or health care provider for bipolar disorder?,43529307,Are you still seeing a doctor or health care provider for bipolar disorder? - No
1384566,Are you currently prescribed medications and/or receiving treatment for prediabetes?,1385065,Are you currently prescribed medications and/or receiving treatment for prediabetes? - No
