concept_id,"concept_name","concept_code","survey_name",survey_concept_id,count_value,sub,"path",is_parent_question,generate_counts,question_order_number
43529248,"Nervous Condition: Multiple Sclerosis","NervousCondition_MultipleSclerosis","Family Medical History",43528698,20,1,"43529272.43529248.43529248",0,0,0
43529256,"Nervous Condition: Muscular Dystrophy","NervousCondition_MuscularDystrophy","Family Medical History",43528698,20,1,"43529272.43529256.43529256",0,0,0
43529268,"Please indicate if your daughter(s) has/have ever been diagnosed with any of these nervous conditions. Think only of the person you are related to by blood. (select all that apply)","DiagnosedHealthCondition_DaughterNervousCondition","Family Medical History",43528698,40740,1,"43528650.43529268.43529268",1,0,0
43529269,"Please indicate if your grandparent(s) has/have ever been diagnosed with any of these nervous conditions. Think only of the person you are related to by blood. (select all that apply)","DiagnosedHealthCondition_GrandparentNervous","Family Medical History",43528698,40740,1,"43528765.43529269.43529269",1,0,0
43529270,"Please indicate if your brothers and/or sisters [people with the same mother and/or father as you] have ever been diagnosed with any of these nervous conditions. Think only of the person you are related to by blood. (select all that apply)","DiagnosedHealthCondition_SiblingNervousCondition","Family Medical History",43528698,40740,1,"43528649.43529270.43529270",1,0,0
43529271,"Please indicate if your son(s) has/have ever been diagnosed with any of these nervous conditions. Think only of the person you are related to by blood. (select all that apply)","DiagnosedHealthCondition_SonNervousCondition","Family Medical History",43528698,40740,1,"43528651.43529271.43529271",1,0,0
43529272,"Diagnosed Health Condition: Nervous Condition","DiagnosedHealthCondition_NervousCondition","Family Medical History",43528698,20,0,"43529272",0,0,8
43529574,"Family Medical History Aware: None","FamilyMedicalHistoryAware_None","Family Medical History",43528698,20,1,"43528652.43529574.43529574",0,0,0
43529594,"Other Conditions: Obesity","OtherConditions_Obesity","Family Medical History",43528698,20,1,"43529638.43529594.43529594",0,0,0
43529609,"Skeletal Muscular Condition: Osteoarthritis","SkeletalMuscularCondition_Osteoarthritis","Family Medical History",43528698,20,1,"702786.43529609.43529609",0,0,0
43529615,"Skeletal Muscular Condition: Osteoporosis","SkeletalMuscularCondition_Osteoporosis","Family Medical History",43528698,20,1,"702786.43529615.43529615",0,0,0
43529624,"Cancer Conditions: Other Cancer","CancerConditions_OtherCancer","Family Medical History",43528698,20,1,"43528515.43529624.43529624",0,0,0
43529632,"Please indicate if your daughter(s) has/have ever been diagnosed with any of these other health conditions. Think only of the person you are related to by blood. (select all that apply)","DiagnosedHealthCondition_DaughterOtherHlth","Family Medical History",43528698,40740,1,"43528650.43529632.43529632",1,0,0
43529633,"Please indicate if your father has ever been diagnosed with any of these other health conditions. Think only of the person you are related to by blood. (select all that apply)","DiagnosedHealthCondition_FatherOtherHlthCondition","Family Medical History",43528698,40740,1,"43528652.43528385.43529633",1,0,2
43529633,"Please indicate if your father has ever been diagnosed with any of these other health conditions. Think only of the person you are related to by blood. (select all that apply)","DiagnosedHealthCondition_FatherOtherHlthCondition","Family Medical History",43528698,40740,1,"43528652.43529842.43529633",1,0,2
43529634,"Please indicate if your grandparent(s) has/have ever been diagnosed with any of these other health conditions. Think only of the person you are related to by blood. (select all that apply)","DiagnosedHealthCondition_GrandparentOtherHealth","Family Medical History",43528698,40740,1,"43528765.43529634.43529634",1,0,0
43529635,"Please indicate if your mother has ever been diagnosed with any of these other health conditions. Think only of the person you are related to by blood. (select all that apply)","DiagnosedHealthCondition_MotherOtherHealth","Family Medical History",43528698,40740,1,"43528764.43529635.43529635",1,0,0
43529636,"Please indicate if your brothers and/or sisters [people with the same mother and/or father as you] have ever been diagnosed with any of these other health conditions. Think only of the person you are related to by blood. (select all that apply)","DiagnosedHealthCondition_SiblingOtherHlthCondition","Family Medical History",43528698,40740,1,"43528649.43529636.43529636",1,0,0
43529637,"Please indicate if your son(s) has/have ever been diagnosed with any of these other health conditions. Think only of the person you are related to by blood. (select all that apply)","DiagnosedHealthCondition_SonOtherHealthCondition","Family Medical History",43528698,40740,1,"43528651.43529637.43529637",1,0,0
43529638,"Other Conditions","PersonalMedicalHistory_OtherMedical","Family Medical History",43528698,20,0,"43529638",0,0,12
43529640,"Other Condition: Father Free Text Box","OtherCondition_FatherFreeTextBox","Family Medical History",43528698,4340,1,"43528763.43529640.43529640",0,0,0
43529655,"Diagnosed Health Condition: Daughter No Selection","DiagnosedHealthCondition_DaughterNoSelection","Family Medical History",43528698,40360,1,"43528650.43529655.43529655",0,0,0
43529656,"Diagnosed Health Condition: Father No Selection","DiagnosedHealthCondition_FatherNoSelection","Family Medical History",43528698,40360,1,"43528763.43529656.43529656",0,0,0
43529657,"Diagnosed Health Condition: Grandparent No Selection","DiagnosedHealthCondition_GrandparentNoSelection","Family Medical History",43528698,40360,1,"43528765.43529657.43529657",0,0,0
43529658,"Diagnosed Health Condition: Mother No Selection","DiagnosedHealthCondition_MotherNoSelection","Family Medical History",43528698,40360,1,"43528764.43529658.43529658",0,0,0
43529659,"Diagnosed Health Condition: Sibling No Selection","DiagnosedHealthCondition_SiblingNoSelection","Family Medical History",43528698,40360,1,"43528649.43529659.43529659",0,0,0
43529660,"Diagnosed Health Condition: Son No Selection","DiagnosedHealthCondition_SonNoSelection","Family Medical History",43528698,40360,1,"43528651.43529660.43529660",0,0,0
43529670,"Endocrine Condition: Other Diabetes","EndocrineCondition_OtherDiabetes","Family Medical History",43528698,20,1,"43528761.43529670.43529670",0,0,0
43529684,"Cancer Conditions: Pancreatic Cancer","CancerConditions_PancreaticCancer","Family Medical History",43528698,20,1,"43528515.43529684.43529684",0,0,0
43529691,"Nervous Condition: Parkinson's","NervousCondition_Parkinsons","Family Medical History",43528698,20,1,"43529272.43529691.43529691",0,0,0
43529733,"Cancer Conditions: Prostate Cancer","CancerConditions_ProstateCancer","Family Medical History",43528698,20,1,"43528515.43529733.43529733",0,0,0
43529748,"Circulatory Conditions: Pulmonary Embolism","CirculatoryConditions_PulmonaryEmbolism","Family Medical History",43528698,20,1,"1384639.43529748.43529748",0,0,0
43529762,"Please indicate if your daughter(s) has/have ever been diagnosed with any of these respiratory conditions. Think only of the person you are related to by blood. (select all that apply)","DiagnosedHealthCondition_DaughterRespCondition","Family Medical History",43528698,40740,1,"43528650.43529762.43529762",1,0,0
43529763,"Please indicate if your father has ever been diagnosed with any of these respiratory conditions. Think only of the person you are related to by blood. (select all that apply)","DiagnosedHealthCondition_FatherRespCondition","Family Medical History",43528698,40740,1,"43528763.43529763.43529763",1,0,0
43529764,"Please indicate if your grandparent(s) has/have ever been diagnosed with any of these respiratory conditions. Think only of the person you are related to by blood. (select all that apply)","DiagnosedHealthCondition_GrandparentRespCondition","Family Medical History",43528698,40740,1,"43528765.43529764.43529764",1,0,0
43529765,"Please indicate if your brothers and/or sisters [people with the same mother and/or father as you] have ever been diagnosed with any of these respiratory conditions. Think only of the person you are related to by blood. (select all that apply)","DiagnosedHealthCondition_SiblingRespCondition","Family Medical History",43528698,40740,1,"43528649.43529765.43529765",1,0,0
43529766,"Please indicate if your son(s) has/have ever been diagnosed with any of these respiratory conditions. Think only of the person you are related to by blood. (select all that apply)","DiagnosedHealthCondition_SonRespiratoryCondition","Family Medical History",43528698,40740,1,"43528651.43529766.43529766",1,0,0
43529767,"Diagnosed Health Condition: Respiratory Condition","DiagnosedHealthCondition_RespiratoryCondition","Family Medical History",43528698,20,0,"43529767",0,0,7
43529778,"Skeletal Muscular Condition: Rheumatoid Arthritis","SkeletalMuscularCondition_RheumatoidArthritis","Family Medical History",43528698,20,1,"702786.43529778.43529778",0,0,0
43529811,"Please indicate if your daughter(s) has/have ever been diagnosed with any of these muscular conditions. Think only of the person you are related to by blood. (select all that apply)","DiagnosedHealthCondition_DaughterSkelMuscCondition","Family Medical History",43528698,40740,1,"43528650.43529811.43529811",1,0,0
43529812,"Please indicate if your grandparent(s) has/have ever been diagnosed with any of these muscular conditions. Think only of the person you are related to by blood. (select all that apply)","DiagnosedHealthCondition_GrandparentSkelMusc","Family Medical History",43528698,40740,1,"43528765.43529812.43529812",1,0,0
43529813,"Please indicate if your brothers and/or sisters [people with the same mother and/or father as you] have ever been diagnosed with any of these muscular conditions. Think only of the person you are related to by blood. (select all that apply)","DiagnosedHealthCondition_SiblingSkelMuscCondition","Family Medical History",43528698,40740,1,"43528649.43529813.43529813",1,0,0
43529814,"Please indicate if your son(s) has/have ever been diagnosed with any of these muscular conditions. Think only of the person you are related to by blood. (select all that apply)","DiagnosedHealthCondition_SonSkelMuscCondition","Family Medical History",43528698,40740,1,"43528651.43529814.43529814",1,0,0
43529817,"Cancer Conditions: Skin Cancer","CancerConditions_SkinCancer","Family Medical History",43528698,20,1,"43528515.43529817.43529817",0,0,0
43529831,"Other Conditions: Skin Condition","OtherConditions_SkinCondition","Family Medical History",43528698,20,1,"43529638.43529831.43529831",0,0,0
43529837,"Respiratory Conditions: Sleep Apnea","RespiratoryConditions_SleepApnea","Family Medical History",43528698,20,1,"43529767.43529837.43529837",0,0,0
43529842,"Family Medical History Aware: Some","FamilyMedicalHistoryAware_Some","Family Medical History",43528698,20,1,"43528652.43529842.43529842",0,0,0
43529863,"Skeletal Muscular Condition: Spine Muscle Bone","SkeletalMuscularCondition_SpineMuscleBone","Family Medical History",43528698,20,1,"702786.43529863.43529863",0,0,0
43529866,"Cancer Conditions: Stomach Cancer","CancerConditions_StomachCancer","Family Medical History",43528698,20,1,"43528515.43529866.43529866",0,0,0
43529874,"Circulatory Conditions: Stroke","CirculatoryConditions_Stroke","Family Medical History",43528698,20,1,"1384639.43529874.43529874",0,0,0
43529887,"Sudden death ***Include in Family History module ONLY","CirculatoryConditions_SuddenDeath","Family Medical History",43528698,20,1,"1384639.43529887.43529887",0,0,0
43529893,"Skeletal Muscular Condition: Systemic Lupus","SkeletalMuscularCondition_SystemicLupus","Family Medical History",43528698,20,1,"702786.43529893.43529893",0,0,0
43529899,"How often have you either delayed or not gone to see doctors or health care providers because they were different from you in any of these ways?","HealthProviderRaceReligion_DelayedOrNoCare","Healthcare Access & Utilization",43528895,0,0,"43529899",1,1,46
43529901,"How important is it to you that your doctors or health care providers understand or are similar to you in any of these ways? Would you say...","HealthProviderRaceReligion_HowImportant","Healthcare Access & Utilization",43528895,0,0,"43529901",1,1,44
43529902,"How often were you able to see doctors or health care providers who were similar to you in any of these ways? Would you say…","HealthProviderRaceReligion_HowOften","Healthcare Access & Utilization",43528895,0,0,"43529902",1,1,45
43529903,"IN THE PAST 12 MONTHS, have you delayed getting care for following reason: Couldn’t get child care.","DelayedMedicalCare_ChildCare","Healthcare Access & Utilization",43528895,0,0,"43529903",1,1,24
43529904,"IN THE PAST 12 MONTHS, have you delayed getting care for following reason: You provide care to an adult and could not leave him/her.","DelayedMedicalCare_ElderlyCare","Healthcare Access & Utilization",43528895,0,0,"43529904",1,1,25
43529905,"IN THE PAST 12 MONTHS, have you delayed getting care for following reason: Couldn’t get time off work.","DelayedMedicalCare_TimeOffWork","Healthcare Access & Utilization",43528895,0,0,"43529905",1,1,23
43529906,"IN THE PAST 12 MONTHS, have you delayed getting care for following reason: Didn’t have transportation?","DelayedMedicalCare_Transportation","Healthcare Access & Utilization",43528895,0,0,"43529906",1,1,20
43529909,"Cancer Conditions: Thyroid Cancer","CancerConditions_ThyroidCancer","Family Medical History",43528698,20,1,"43528515.43529909.43529909",0,0,0
43529925,"Endocrine Condition: Type 1 Diabetes","EndocrineCondition_Type1Diabetes","Family Medical History",43528698,20,1,"43528761.43529925.43529925",0,0,0
43529934,"Endocrine Condition: Type 2 Diabetes","EndocrineCondition_Type2Diabetes","Family Medical History",43528698,20,1,"43528761.43529934.43529934",0,0,0
43529960,"Please indicate if your daughter(s) has/have ever been diagnosed with any of these vision conditions. Think only of the person you are related to by blood. (select all that apply)","DiagnosedHealthCondition_DaughterVisionCondition","Family Medical History",43528698,40740,1,"43528650.43529960.43529960",1,0,0
43529961,"Please indicate if your father has ever been diagnosed with any of these vision conditions. Think only of the person you are related to by blood. (select all that apply)","DiagnosedHealthCondition_FatherVisionCondition","Family Medical History",43528698,40740,1,"43528763.43529961.43529961",1,0,0
43529962,"Please indicate if your grandparent(s) has/have ever been diagnosed with any of these vision conditions. Think only of the person you are related to by blood. (select all that apply)","DiagnosedHealthCondition_GrandparentVision","Family Medical History",43528698,40740,1,"43528765.43529962.43529962",1,0,0
43529963,"Please indicate if your mother has ever been diagnosed with any of these vision conditions. Think only of the person you are related to by blood. (select all that apply)","DiagnosedHealthCondition_MotherVisionCondition","Family Medical History",43528698,40740,1,"43528764.43529963.43529963",1,0,0
43529964,"Please indicate if your brothers and/or sisters [people with the same mother and/or father as you] have ever been diagnosed with any of these vision conditions. Think only of the person you are related to by blood. (select all that apply)","DiagnosedHealthCondition_SiblingVisionCondition","Family Medical History",43528698,40740,1,"43528649.43529964.43529964",1,0,0
43529965,"Please indicate if your son(s) has/have ever been diagnosed with any of these vision conditions. Think only of the person you are related to by blood. (select all that apply)","DiagnosedHealthCondition_SonVisionCondition","Family Medical History",43528698,40740,1,"43528651.43529965.43529965",1,0,0
43529966,"Diagnosed Health Condition: Vision Condition","DiagnosedHealthCondition_VisionCondition","Family Medical History",43528698,20,0,"43529966",0,0,11
43529973,"What is the total number of nurse practitioner, physician assistant, or midwife visits you made in the last 12 months?","HealthAdvice_NursePractitionerVisits","Healthcare Access & Utilization",43528895,0,1,"43530404.43530246.43529973",1,1,7
43529974,"What is the total number of visits to a dentist or orthodontist that you made in the last 12 months?","HealthAdvice_DentistVisits","Healthcare Access & Utilization",43528895,0,1,"43530400.43530241.43529974",1,1,14
43529975,"What is the total number of visits to a doctor who specializes in women's health that you made in the last 12 months?","HealthAdvice_OBGYNVisits","Healthcare Access & Utilization",43528895,0,1,"43530401.43530247.43529975",1,1,8
43529976,"What is the total number of visits to a medical doctor who specializes in a particular medical disease or problem that you made in the last 12 months?","HealthAdvice_MedicalSpecialistVisits","Healthcare Access & Utilization",43528895,0,1,"43528661.43530244.43529976",1,1,15
43529977,"What is the total number of visits to a mental health professional that you made in the last 12 months?","HealthAdvice_MentalHealthProfessionalVisits","Healthcare Access & Utilization",43528895,0,1,"43530402.43530245.43529977",1,1,9
43529978,"What is the total number of visits to traditional healers that you made in the last 12 months?","HealthAdvice_TraditionalHealerVisits","Healthcare Access & Utilization",43528895,0,1,"43530407.43530250.43529978",1,1,16
43530268,"IN THE PAST 12 MONTHS, have you delayed getting care for following reason: You live in a rural area where distance to the health care provider is too far?","DelayedMedicalCare_RuralArea","Healthcare Access & Utilization",43528895,0,0,"43530268",1,1,21
43530282,"Are you still seeing a doctor or health care provider for Bladder cancer?","Cancer_BladderCancerCurrently","Personal Medical History",43529712,0,1,"43528760.43528472.43530282",1,1,3
43530283,"Are you still seeing a doctor or health care provider for Blood or soft tissue cancer?","Cancer_BloodCancerCurrently","Personal Medical History",43529712,0,1,"43528760.1384404.43530283",1,1,3
43530284,"Are you still seeing a doctor or health care provider for Bone cancer?","Cancer_BoneCancerCurrently","Personal Medical History",43529712,0,1,"43528760.43528480.43530284",1,1,3
43530285,"Are you still seeing a doctor or health care provider for Brain cancer?","Cancer_BrainCancerCurrently","Personal Medical History",43529712,0,1,"43528760.43528492.43530285",1,1,3
43530286,"Are you still seeing a doctor or health care provider for Breast cancer?","Cancer_BreastCancerCurrently","Personal Medical History",43529712,0,1,"43528760.43528500.43530286",1,1,3
43530287,"Are you still seeing a doctor or health care provider for Cervical cancer?","Cancer_CervicalCancerCurrently","Personal Medical History",43529712,0,1,"43528760.43528539.43530287",1,1,3
43530288,"Are you still seeing a doctor or health care provider for Colon cancer/Rectal cancer?","Cancer_ColonRectalCancerCurrently","Personal Medical History",43529712,0,1,"43528760.43528565.43530288",1,1,3
43530289,"Are you still seeing a doctor or health care provider for Endocrine cancer?","Cancer_EndocrineCancerCurrently","Personal Medical History",43529712,0,1,"43528760.43528668.43530289",1,1,3
43530290,"Are you still seeing a doctor or health care provider for Endometrial cancer?","Cancer_EndometrialCancerCurrently","Personal Medical History",43529712,0,1,"43528760.43528679.43530290",1,1,3
43530291,"Are you still seeing a doctor or health care provider for Esophageal cancer?","Cancer_EsophagealCancerCurrently","Personal Medical History",43529712,0,1,"43528760.43528693.43530291",1,1,3
43530292,"Are you still seeing a doctor or health care provider for Eye cancer?","Cancer_EyeCancerCurrently","Personal Medical History",43529712,0,1,"43528760.43528695.43530292",1,1,3
43530293,"Are you still seeing a doctor or health care provider for Head and Neck cancer?","Cancer_HeadNeckCancerCurrently","Personal Medical History",43529712,0,1,"43528760.43528886.43530293",1,1,3
43530294,"Are you still seeing a doctor or health care provider for Kidney cancer?","Cancer_KidneyCancerCurrently","Personal Medical History",43529712,0,1,"43528760.43529136.43530294",1,1,3
43530295,"Are you still seeing a doctor or health care provider for Lung cancer?","Cancer_LungCancerCurrently","Personal Medical History",43529712,0,1,"43528760.43529184.43530295",1,1,3
43530296,"Are you still seeing a doctor or health care provider for Other cancer?","Cancer_OtherCancerCurrently","Personal Medical History",43529712,0,1,"43528760.43529624.43530296",1,1,3
43530297,"Are you still seeing a doctor or health care provider for Pancreatic cancer?","Cancer_PancreaticCancerCurrently","Personal Medical History",43529712,0,1,"43528760.43529684.43530297",1,1,3
43530298,"Are you still seeing a doctor or health care provider for Prostate cancer?","Cancer_ProstateCancerCurrently","Personal Medical History",43529712,0,1,"43528760.43529733.43530298",1,1,3
43530299,"Are you still seeing a doctor or health care provider for Skin cancer?","Cancer_SkinCancerCurrently","Personal Medical History",43529712,0,1,"43528760.43529817.43530299",1,1,3
43530300,"Are you still seeing a doctor or health care provider for Stomach cancer?","Cancer_StomachCancerCurrently","Personal Medical History",43529712,0,1,"43528760.43529866.43530300",1,1,3
43530301,"Are you still seeing a doctor or health care provider for Thyroid cancer?","Cancer_ThyroidCancerCurrently","Personal Medical History",43529712,0,1,"43528760.43529909.43530301",1,1,3
43530302,"Are you still seeing a doctor or health care provider for Anemia?","Circulatory_AnemiaCurrently","Personal Medical History",43529712,0,1,"1384522.43528401.43530302",1,1,1
43530303,"Are you still seeing a doctor or health care provider for Atrial fibrillation (Afib) or Atrial flutter?","Circulatory_AtrialFibrillationCurrently","Personal Medical History",43529712,0,1,"1384522.43528442.43530303",1,1,1
43530304,"Are you still seeing a doctor or health care provider for Bleeding disorder?","Circulatory_BleedingDisorderCurrently","Personal Medical History",43529712,0,1,"1384522.1384512.43530304",1,1,1
43530305,"Are you still seeing a doctor or health care provider for Congestive heart failure?","Circulatory_CongestiveHeartFailureCurrently","Personal Medical History",43529712,0,1,"1384522.43528580.43530305",1,1,1
43530306,"Are you still seeing a doctor or health care provider for Coronary artery/coronary heart disease?","Circulatory_CoronaryArteryCurrently","Personal Medical History",43529712,0,1,"1384522.1384497.43530306",1,1,1
43530307,"Are you still seeing a doctor or health care provider for Heart attack?","Circulatory_HeartAttackCurrently","Personal Medical History",43529712,0,1,"1384522.43528910.43530307",1,1,1
43530308,"Are you still seeing a doctor or health care provider for Heart valve disease?","Circulatory_HeartValveDiseaseCurrently","Personal Medical History",43529712,0,1,"1384522.43528918.43530308",1,1,1
43530309,"Are you still seeing a doctor or health care provider for High cholesterol?","Circulatory_HighCholesterolCurrently","Personal Medical History",43529712,0,1,"1384522.43528936.43530309",1,1,1
43530310,"Are you still seeing a doctor or health care provider for Hypertension (high blood pressure)?","Circulatory_HypertensionCurrently","Personal Medical History",43529712,0,1,"1384522.43529063.43530310",1,1,1
43530311,"Are you still seeing a doctor or health care provider for Peripheral vascular disease?","Circulatory_PeripheralVascularDiseaseCurrently","Personal Medical History",43529712,0,1,"1384522.1384469.43530311",1,1,1
43530312,"Are you still seeing a doctor or health care provider for Pulmonary embolism or deep vein thrombosis?","Circulatory_PulmonaryEmbolismCurrently","Personal Medical History",43529712,0,1,"1384522.43529748.43530312",1,1,1
43530313,"Are you still seeing a doctor or health care provider for Sickle cell disease?","Circulatory_SickleCellDiseaseCurrently","Personal Medical History",43529712,0,1,"1384522.1384467.43530313",1,1,1
43530314,"Are you still seeing a doctor or health care provider for Stroke?","Circulatory_StrokeCurrently","Personal Medical History",43529712,0,1,"1384522.43529874.43530314",1,1,1
43530315,"Are you still seeing a doctor or health care provider for Transient ischemic attacks (TIAs or mini-strokes)?","Circulatory_TransientIschemicAttackCurrently","Personal Medical History",43529712,0,1,"1384522.43529918.43530315",1,1,1
43530316,"Are you still seeing a doctor or health care provider for Acid reflux?","Digestive_AcidRefluxCurrently","Personal Medical History",43529712,0,1,"1384390.1384603.43530316",1,1,4
43530317,"Are you still seeing a doctor or health care provider for Bowel obstruction?","Digestive_BowelObstructionCurrently","Personal Medical History",43529712,0,1,"1384390.1384417.43530317",1,1,4
43530318,"Are you still seeing a doctor or health care provider for Colon polyps?","Digestive_ColonPolypsCurrently","Personal Medical History",43529712,0,1,"1384390.1384445.43530318",1,1,4
43530319,"Are you still seeing a doctor or health care provider for Crohn's disease?","Digestive_CrohnsDiseaseCurrently","Personal Medical History",43529712,0,1,"1384390.1384472.43530319",1,1,4
43530320,"Are you still seeing a doctor or health care provider for Diverticulosis/diverticulitis?","Digestive_DiverticulosisCurrently","Personal Medical History",43529712,0,1,"1384390.1384411.43530320",1,1,4
43530321,"Are you still seeing a doctor or health care provider for Gall stones?","Digestive_GallStonesCurrently","Personal Medical History",43529712,0,1,"1384390.1384439.43530321",1,1,4
43530322,"Are you still seeing a doctor or health care provider for Hemorrhoids?","Digestive_HemorrhoidsCurrently","Personal Medical History",43529712,0,1,"1384390.1384491.43530322",1,1,4
43530323,"Are you still seeing a doctor or health care provider for Hernia?","Digestive_HerniaCurrently","Personal Medical History",43529712,0,1,"1384390.1384440.43530323",1,1,4
43530324,"Are you still seeing a doctor or health care provider for Irritable bowel syndrome (IBS)?","Digestive_IrritableBowelCurrently","Personal Medical History",43529712,0,1,"1384390.1384548.43530324",1,1,4
43530325,"Are you still seeing a doctor or health care provider for Liver condition?","Digestive_LiverConditionCurrently","Personal Medical History",43529712,0,1,"1384390.1384583.43530325",1,1,4
43530326,"Are you still seeing a doctor or health care provider for Pancreatitis?","Digestive_PancreatitisCurrently","Personal Medical History",43529712,0,1,"1384390.1384565.43530326",1,1,4
43530327,"Are you still seeing a doctor or health care provider for Peptic ulcers?","Digestive_PepticUlcersCurrently","Personal Medical History",43529712,0,1,"1384390.1384405.43530327",1,1,4
43530328,"Are you still seeing a doctor or health care provider for Ulcerative colitis?","Digestive_UlcerativeColitisCurrently","Personal Medical History",43529712,0,1,"1384390.1384604.43530328",1,1,4
43530329,"Are you still seeing a doctor or health care provider for Hyperthyroidism?","Endocrine_HyperthyroidismCurrently","Personal Medical History",43529712,0,1,"43528758.43529066.43530329",1,1,5
43530330,"Are you still seeing a doctor or health care provider for Hypothyroidism?","Endocrine_HypothyroidismCurrently","Personal Medical History",43529712,0,1,"43528758.43529075.43530330",1,1,5
43530331,"Are you still seeing a doctor or health care provider for Other/unknown diabetes?","Endocrine_OtherDiabetesCurrently","Personal Medical History",43529712,0,1,"43528758.43529668.43530331",1,1,5
43530332,"Are you still seeing a doctor or health care provider for Other/unknown thyroid condition?","Endocrine_OtherThyroidCurrently","Personal Medical History",43529712,0,1,"43528758.43529676.43530332",1,1,5
43530334,"Are you still seeing a doctor or health care provider for Type 1 Diabetes?","Endocrine_Type1DiabetesCurrently","Personal Medical History",43529712,0,1,"43528758.43529923.43530334",1,1,5
43530335,"Are you still seeing a doctor or health care provider for Type 2 Diabetes?","Endocrine_Type2DiabetesCurrently","Personal Medical History",43529712,0,1,"43528758.43529932.43530335",1,1,5
43530336,"Are you still seeing a doctor or health care provider for Blindness?","HearingVision_BlindnessCurrently","Personal Medical History",43529712,0,1,"43528759.43528474.43530336",1,1,8
43530337,"Are you still seeing a doctor or health care provider for Cataracts?","HearingVision_CataractsCurrently","Personal Medical History",43529712,0,1,"43528759.43528528.43530337",1,1,8
43530338,"Are you still seeing a doctor or health care provider for Dry eyes?","HearingVision_DryEyesCurrently","Personal Medical History",43529712,0,1,"43528759.43528659.43530338",1,1,8
43530339,"Are you still seeing a doctor or health care provider for Farsighted?","HearingVision_FarSightednessCurrently","Personal Medical History",43529712,0,1,"43528759.43528699.43530339",1,1,8
43530340,"Are you still seeing a doctor or health care provider for Glaucoma?","HearingVision_GlaucomaCurrently","Personal Medical History",43529712,0,1,"43528759.43528731.43530340",1,1,8
43530341,"Are you still seeing a doctor or health care provider for Severe hearing loss or partial deafness in one or both ears?","HearingVision_HearingLossCurrently","Personal Medical History",43529712,0,1,"43528759.1384396.43530341",1,1,8
43530342,"Are you still seeing a doctor or health care provider for Macular degeneration?","HearingVision_MacularDegenerationCurrently","Personal Medical History",43529712,0,1,"43528759.43529196.43530342",1,1,8
43530343,"Are you still seeing a doctor or health care provider for Nearsighted?","HearingVision_NearSightednessCurrently","Personal Medical History",43529712,0,1,"43528759.43529265.43530343",1,1,8
43530344,"Are you still seeing a doctor or health care provider for Tinnitus?","HearingVision_TinnitusCurrently","Personal Medical History",43529712,0,1,"43528759.43529917.43530344",1,1,8
43530345,"Are you still seeing a doctor or health care provider for Chronic sinus infections?","InfectiousDiseases_ChronicSinusCurrently","Personal Medical History",43529712,0,1,"1384662.1384659.43530345",1,1,9
43530346,"Are you still seeing a doctor or health care provider for Hepatitis C?","InfectiousDiseases_HepatitisCCurrently","Personal Medical History",43529712,0,1,"1384662.1384588.43530346",1,1,9
43530347,"Are you still seeing a doctor or health care provider for HIV/AIDS?","InfectiousDiseases_HIVAIDSCurrently","Personal Medical History",43529712,0,1,"1384662.1384391.43530347",1,1,9
43530348,"Are you still seeing a doctor or health care provider for Tuberculosis?","InfectiousDiseases_TuberculosisCurrently","Personal Medical History",43529712,0,1,"1384662.1384555.43530348",1,1,9
43530349,"Are you still seeing a doctor or health care provider for Recurrent urinary tract infections (uti)/bladder infections?","InfectiousDiseases_UrinaryTractCurrently","Personal Medical History",43529712,0,1,"1384662.1384614.43530349",1,1,9
43530350,"Are you still seeing a doctor or health care provider for Acute kidney disease with no current dialysis?","Kidney_AcuteKidneyNoDialysisCurrently","Personal Medical History",43529712,0,1,"1384487.1384395.43530350",1,1,6
43530351,"Are you still seeing a doctor or health care provider for Kidney stones?","Kidney_KidneyStonesCurrently","Personal Medical History",43529712,0,1,"1384487.1384515.43530351",1,1,6
43530352,"Are you still seeing a doctor or health care provider for Kidney disease with dialysis?","Kidney_KidneyWithDialysisCurrently","Personal Medical History",43529712,0,1,"1384487.1384563.43530352",1,1,6
43530353,"Are you still seeing a doctor or health care provider for Kidney disease without dialysis?","Kidney_KidneyWithoutDialysisCurrently","Personal Medical History",43529712,0,1,"1384487.1384414.43530353",1,1,6
43530354,"Are you still seeing a doctor or health care provider for Attention-deficit/hyperactivity disorder (ADHD)?","MentalHealth_ADHDCurrently","Personal Medical History",43529712,0,1,"1384495.1384510.43530354",1,1,11
43530356,"Are you still seeing a doctor or health care provider for Anxiety reaction/panic disorder?","MentalHealth_AnxietyCurrently","Personal Medical History",43529712,0,1,"1384495.1384475.43530356",1,1,11
43530357,"Are you still seeing a doctor or health care provider for Bipolar disorder?","MentalHealth_BipolarCurrently","Personal Medical History",43529712,0,1,"1384495.1384669.43530357",1,1,11
43530358,"Are you still seeing a doctor or health care provider for Depression?","MentalHealth_DepressionCurrently","Personal Medical History",43529712,0,1,"1384495.1384656.43530358",1,1,11
43530359,"Are you still seeing a doctor or health care provider for Eating disorder?","MentalHealth_EatingDisorderCurrently","Personal Medical History",43529712,0,1,"1384495.1384558.43530359",1,1,11
43530360,"Are you still seeing a doctor or health care provider for Personality disorder?","MentalHealth_PersonalityDisorderCurrently","Personal Medical History",43529712,0,1,"1384495.1384622.43530360",1,1,11
43530361,"Are you still seeing a doctor or health care provider for Post-traumatic stress disorder (PTSD)?","MentalHealth_PTSDCurrently","Personal Medical History",43529712,0,1,"1384495.1384443.43530361",1,1,11
